,q (MLE),q (MLE),q (MLE),q (MLE),q (MLE),q/10,q/10,q/10,q/10,q/10,q/100,q/100,q/100,q/100,q/100
,MKT_RF,SMB,HML,RMW,CMA,MKT_RF,SMB,HML,RMW,CMA,MKT_RF,SMB,HML,RMW,CMA
2012-03-31,0.0057730696858051544,-0.0013472265498314928,0.00041471654448577144,-0.00016644501637674836,-0.0063274575850685855,0.035647755383405366,-0.010678142536577007,-0.00026186244014059223,-0.0016130960662756877,-0.009819878145489569,0.08445313195697168,-0.05619069615521283,-0.036512868651123465,-0.01098635820760352,-0.00012362831805423635
2012-06-30,-0.002204633666001987,-0.0010025648441009394,-0.000870624479169968,7.089988050212881e-06,0.011304410710836765,-0.005197813602978663,-0.00842194424262005,-0.005769433582499928,-2.495060085272449e-05,0.012671717070883104,0.0253358743920995,-0.051248285674800276,-0.035014494633966886,-0.0020330294333463783,0.020381798299667353
2012-09-30,0.004867155078487562,-0.0018176537055969444,0.001992717380507436,-0.00014693234830231994,0.00288251497459846,0.018316806258290574,-0.011501578271838231,0.004922169739647764,-0.0015310406749353689,0.012588315022970309,0.048881302866040865,-0.03883828035659226,-0.018835843753039594,-0.01198675589217979,0.025945992167654475
2012-12-31,-0.0006126634573888623,0.00011224016510102963,0.002248672971327359,-0.0001345316910643657,0.01734460205025068,-0.003367876442532003,-0.004145554680687558,0.013458991157161648,-0.001401354543412614,0.03053773992073683,0.021876894599455188,-0.03371738630139687,0.020669701625804837,-0.011687659865561528,0.04172323556015012
2013-03-31,0.005954342970879045,0.0003103480353667809,0.00034896173277720877,-0.00013936637934341967,0.019798784657380386,0.025952972304218447,-0.0010782628351659884,0.0025965254209863176,-0.0014674827696199433,0.04216537621152616,0.07157510098809827,-0.018633387617950414,0.007335977559115303,-0.012546123328139314,0.057193588353677605
2013-06-30,0.001357486766032423,0.00015964161050080472,0.0005710507164838896,-0.00010207467647582735,-0.00021677963776400855,0.008707520307537076,-0.0008019100674371282,0.003466048204972094,-0.0010853596289589484,0.016346716617074653,0.05271675513193519,-0.01598586758367515,0.01344600770672344,-0.009747462035606835,0.029369090693456612
2013-09-30,0.0027932495180573724,0.0024226975901594505,-0.002483468486195184,-7.639879800158678e-05,-0.022392914537264663,0.014187052032140546,0.009948930867725747,-0.01361547246781769,-0.0008078701994695958,-0.02112304848059876,0.06177068194185309,0.007456925549600424,-0.02363971241886298,-0.0072955269457972705,-0.013268776988529685
2013-12-31,0.0037103490339642775,-0.001702135404982763,-0.0007375970508671781,4.382623321841361e-05,-0.012230326646715417,0.023193121855862975,-0.005854327419331229,-0.005674819011020071,0.0003859113574841144,-0.01974555036478476,0.0888409822417251,-0.01753199331759303,-0.014899732855074843,0.0017001653808962347,-0.01749063771646342
2014-03-31,0.0010811860344996926,-0.0015727371784463595,0.00010722610118474307,-0.00010634033412104671,-0.015826884418760456,0.007635194921383537,-0.009792247475106819,-0.0009764712687490018,-0.0010503138640676202,-0.026938934619355925,0.052483177579977,-0.02219029006269163,-0.010097838087632205,-0.00730638566880093,-0.02652280877123625
2014-06-30,0.0014156245549239443,-0.0036319096068662127,-0.001009213331641945,1.0413266574582636e-05,-0.025383931455647213,0.007116008067714397,-0.020994636825357293,-0.005373132196391239,4.0838530538045426e-05,-0.047933467777090843,0.04553745039906154,-0.050699228113267436,-0.016167329703670408,-0.0008617403058510664,-0.053869822704585735
2014-09-30,-0.0007376234785387847,-0.007127003619077199,-0.002104764881461385,1.3348774871912994e-05,-0.02349986238456203,-0.005366555251226313,-0.041051473454651266,-0.012791794835106174,9.569477296900164e-05,-0.054905817760662834,0.013297378458619669,-0.10360378713493529,-0.0348097619143255,0.0005487694316494984,-0.06778742468449639
2014-12-31,0.002697012049858616,0.0016107519969831285,-0.001945310572469161,-4.7239635456608475e-05,-0.013941255403550512,0.009737183316071096,-0.004805347990084141,-0.015404855677271012,-0.0005077034857505769,-0.04118670694049764,0.025091601765755867,-0.04514003670999911,-0.0545499818947075,-0.0038907703858830356,-0.053816076493913734
2015-03-31,0.0029387032173877614,0.0009783847486010688,-0.0019091645822106873,-5.363620110221401e-05,-0.033711576222839046,0.011386472278886117,0.0036777790601145166,-0.018326676907544526,-0.0006227791384840753,-0.06047224359373504,0.011924086540936463,0.007551834174966576,-0.08318112999411675,-0.005987963421781761,-0.066620796482743
2015-06-30,0.0009661794897992682,-0.00026650053254451134,-7.594068118499386e-05,-9.074349944970805e-05,-0.03404405937085664,0.0022921504513979674,0.00010226077164299241,-0.006328079478685522,-0.0009478496901539346,-0.06560940971212981,-0.0046586616159620675,0.015131638223760402,-0.05665105776347512,-0.007744061875074371,-0.07300403628231478
2015-09-30,-0.005442939319840079,-0.006265242220651834,-0.0019402897637852412,5.6147212603940844e-05,-0.034189876325731894,-0.03257663150254353,-0.03152654919608677,-0.01161803309001197,0.0004989560822199479,-0.0796784956864437,-0.0686603369200307,-0.06151686292984937,-0.05164920505459847,0.002579282861562282,-0.09802900895429623
2015-12-31,0.0027697341480668047,-0.00320724043379772,-0.00131301592029065,-7.905763016047285e-05,-0.020035340493462117,0.006270527745366294,-0.021569991036369307,-0.011699350161997413,-0.0007994953421164297,-0.055389456512209945,-0.01715389791240929,-0.04179182863300418,-0.05614841418529004,-0.005872636520963814,-0.0695053551758058
2016-03-31,0.000323571011855206,-0.0024241985616024753,0.0017030207853691026,0.00015044644561545972,0.014196619512146458,0.0021224273761992762,-0.015309220008359159,0.005502670959744216,0.0013630649970628461,0.0014384736135796272,-0.01447934732111289,-0.028436277054244286,-0.017354563201085305,0.007793679631053596,-0.005678300041918161
2016-06-30,0.000773101191774872,0.0003211773915896554,1.1591364779017788e-05,-0.00012195083158461628,0.009531640011350095,0.00216558976393344,-0.003495293690638057,4.2525504041157625e-05,-0.0011688772664386615,0.0044484859763802564,-0.004242356106623157,-0.015086698692893252,-0.0135294146687569,-0.006784290829830342,-0.001669354669073586
2016-09-30,0.0010982152824805524,0.004354627413143797,-0.0004385583120402048,-0.00010184843648985975,-0.008468812359077704,0.002948021962931646,0.01688508865819588,-0.0030865395069940016,-0.0010334388644939185,-0.02622625488905994,0.011112856025916606,0.00956138805156076,-0.012554185346771995,-0.008008360663674274,-0.041126235475202444
2016-12-31,0.0019081697930132258,0.002565387811680142,0.007641012018039017,-1.646956728329485e-06,0.013564608531344446,0.010033739371333006,0.017645872943858165,0.04213837401758136,-8.359196435758776e-05,0.009783284963236327,0.028398518662050565,0.035209375414108346,0.09257681186117184,-0.002044773552859702,-0.0006800557709262245
2017-03-31,0.001631995335140246,-0.002692612377478698,-0.0033484648764463554,-1.3329570680342684e-05,-0.01562297738314189,0.010966827422929093,-0.008222808097128498,-0.0116455733982741,-0.00013154973258555636,-0.03295949503036011,0.0420251228758568,-0.010700203205881942,0.005134175718885858,-0.0010326010457617496,-0.05038788280872197
2017-06-30,0.0010143393128774214,-0.0007463524192775628,-0.002193118387817883,-3.139209405000898e-05,-0.027083985133408928,0.00615421948035455,-0.00511461686289838,-0.015977522807162803,-0.00034520090693757055,-0.05324338889965363,0.03402318238376156,-0.007448152807012387,-0.027519461992062233,-0.0027136961665750192,-0.073425988837299
2017-09-30,0.001982755855360452,0.0006144613827639978,0.0001226641481134605,-0.00010376501992181986,-0.021804212959241842,0.008084037323295101,0.001766147469945245,-0.003934302176083926,-0.0010785824296246638,-0.0495880991740999,0.036493563670759066,0.008391889928845153,-0.015750168431949096,-0.008338007077305587,-0.07001747770873856
2017-12-31,0.002271771199698014,-0.0025428577617643833,-0.0003110088191132787,9.46427974750641e-05,-0.022797324478821324,0.009953865699960707,-0.013150876191019845,-0.004336568690344378,0.0008126975256490532,-0.060732169964710536,0.04634092917975763,-0.02614111159807231,-0.015728300683450658,0.004387004494839752,-0.08926430057242651
2018-03-31,-0.0010695664713513686,0.00026059877627560013,-0.0013753006224443975,-4.518129944419691e-05,-0.03117841278166733,-0.008826421985383304,-0.004062622210358413,-0.010922790923198145,-0.00046967327442715145,-0.08543379045347888,0.007331267359607319,-0.025063532161457458,-0.03214318237728375,-0.002677022563048359,-0.12757044684297014
2018-06-30,0.0006475886604144776,0.004303177423791105,-0.0015785422313717712,-0.00012998247348527947,-0.015157040270575628,0.0006371087702579104,0.019441751487470127,-0.014051370964194398,-0.0012766446794238995,-0.07077337343286083,0.015296781446994867,0.022073554270153617,-0.04877227276339735,-0.009415652975690136,-0.12231554568814651
2018-09-30,0.002140005433889147,-0.0023602041637881266,-0.0019029075679900531,1.3005643127117494e-05,-0.013149585142619546,0.009692689972052193,-0.007143906960817015,-0.01639789829293481,5.304063539024462e-05,-0.06731637520532963,0.03622976351724594,-0.01545758386959406,-0.06175813494990934,-0.0010020293083143894,-0.12663596231025842
2018-12-31,-0.00714436329849244,-0.0055525286763922765,0.00040465288718782855,-2.1089049670131033e-05,0.010220437206449384,-0.04663380146080076,-0.030153069717057446,-0.0021776876296045744,-0.0002765518430767333,-0.024651820919273093,-0.09544977818401756,-0.06795529707775971,-0.03079891129034318,-0.002373991133508113,-0.08110483779655264
2019-03-31,0.004757423011639839,0.0003009395765206091,-0.0020667676805953272,-5.556004397355707e-05,-0.01601645978774291,0.016052843896619207,-0.0032163860190261295,-0.01562323745002081,-0.0006414453483398752,-0.03502592522046499,0.00944830490673687,-0.01075110155212583,-0.05903330614899416,-0.005788771803462378,-0.0696475174456811
2019-06-30,0.0013616026012384097,-0.001079171538854229,-0.0006158206533303234,1.1076533341425332e-05,-0.015797347781390747,0.0033154404322521813,-0.008788742137162464,-0.008781139692008444,7.300084179595601e-06,-0.0437862044490257,0.00794769977978449,-0.03078797979789777,-0.04445848086796944,-0.0008533217798174508,-0.08523181841237559
2019-09-30,-8.912907933211756e-05,-0.002776159313697679,0.0010141445328639698,1.1175785632921986e-05,0.004434771549766348,-0.007175504215990447,-0.01608729347876381,0.0023194710509790717,-9.585408953682872e-06,-0.007738421935796991,-0.011489644074344163,-0.042182565956718765,-0.012831205889260566,-0.0006643773084191729,-0.037591108212009505
2019-12-31,0.0033209325940211087,0.0016069195369061706,-0.000688738995891891,-6.374461757174821e-05,-0.0052184611014118865,0.010691799508849353,0.002841063936050492,-0.005924268312856251,-0.0007145154448287006,-0.015477171847080085,0.027174369851927782,-0.01228907936575302,-0.020438395910083618,-0.0055273140659721776,-0.04120733199676341
2020-03-31,-0.009579348988242753,-0.007892995091127536,-0.00925942402970642,-0.00013438618683303538,-0.02066514888132509,-0.06111135212120855,-0.0396067808843652,-0.06048443404140641,-0.0013708087448129902,-0.04037066576834669,-0.13674372624836284,-0.09191672318501104,-0.15948077883344142,-0.0108295655217312,-0.06750475211941376
2020-06-30,0.00412502065815934,0.0015717346796172704,-0.0006996971004144537,-2.158316001832361e-05,-0.013326902313354205,0.025544384336756654,0.009776348130271006,-0.015025975178851236,-0.00025302331255794286,-0.011497199824473614,0.04619880841232593,0.03681333551424093,-0.09798603083424279,-0.0034198008665831114,-0.0014848036040816526
2020-09-30,0.004820564178837916,-0.0013488006856073598,-0.0029182032477120395,5.663629837315831e-05,-0.023041736902168597,0.026028763758870976,-0.008408409873118389,-0.025190238751551977,0.00047531940238298986,-0.04161054357682814,0.06789659289146766,-0.015747148202868294,-0.1105253538359628,0.002997337530521005,-0.049042460060969906
2020-12-31,0.005802893622201655,0.011050022076216859,0.0016696491542623135,-0.00015133989539628523,-0.010347512113626611,0.03341325398090289,0.052179742989868216,0.004094090708281421,-0.0015231318029897967,-0.02820580432344677,0.10917431858315663,0.10041847267798937,-0.036191073633162714,-0.010705923985861121,-0.03638307236937566
2021-03-31,0.0025447770339712683,0.007559972538404236,0.006286618943066563,4.11748665654077e-05,0.021055408830410127,0.015520796371458534,0.049011892937771306,0.03778036607267296,0.0003122647375386478,0.016913394627868228,0.08380378222100004,0.12702257986947785,0.07591736647533895,0.0008917347794994424,0.006148254232746786
2021-06-30,0.002966786832022006,-0.0008860511493234968,-0.0012878526052829686,4.2002787459471946e-05,0.0004162393852723545,0.016118732965891613,0.004086834716328758,-0.003370465930729094,0.0003974335370482418,-0.01055439549793391,0.07738739894106628,0.047610074737181374,0.014098784035263878,0.0032660585592398927,-0.03430699107182289
2021-09-30,-0.00038218836297865266,-0.002654087431738672,0.0003513361619089661,5.060008323720666e-05,-0.006586531966213061,-0.004349695964731115,-0.014689879898703795,0.0009438751026979997,0.0004594477819157561,-0.02123689529041617,0.022597753926982378,-0.008906851824374062,0.015246802921462299,0.0038891920731969343,-0.04985233480463869
2021-12-31,0.0024051260869648594,-0.003469466677159194,0.00022740054578809787,0.00026384015629754565,0.012140580750352625,0.009226350303110475,-0.02272486351696057,0.002107283455994119,0.00249395128635288,0.01214369591988751,0.039710884135025104,-0.04371682936844534,0.0189358568530498,0.019032745596950784,-0.0079677395305634
2022-03-31,-0.002587977099305583,-0.0023726842228043443,0.003975944895121597,-7.622526060968582e-05,0.06326725658841559,-0.018841624485807618,-0.01915910532478482,0.02662690319697153,-0.0007362501268377564,0.10740030886992691,-0.030098375411991007,-0.05453453123751062,0.0850393838191677,-0.0031351027312067625,0.10878550473261028
2022-06-30,-0.005754158554375444,0.000968549686255149,0.0012516962036409618,0.00010207463247402515,0.03542763049937003,-0.045581358820783624,-0.004738717259919034,0.010202460841200911,0.0009833601125479596,0.08328890363011177,-0.14285352414432184,-0.05446153297249112,0.05741591388614842,0.007362263251346146,0.08334091743803984
2022-09-30,-0.0020233894043255596,0.0012076984849830885,-0.002091197840208059,-0.00011364449229223084,-0.020567309499585407,-0.025555905463635398,0.003591183615270055,-0.011491659778359642,-0.001113731888380709,0.0015512150396382873,-0.125154209354716,-0.02663273260791127,-0.0017827098426861365,-0.007698109465881231,0.002413772266089742
2022-12-31,0.00015051606439620002,-0.000710449210212738,0.0029492192823308283,0.00016705506570890982,0.050175874939399345,-0.009635233111293218,-0.001337162235777234,0.02075927200900929,0.0014884194827509134,0.11856148684737267,-0.07361731364063973,-0.008168545765565416,0.07912121787887538,0.010021050858725955,0.15568949473676763
2023-03-31,0.001498049412067104,-0.0006769677269901075,-0.004672385903053078,-7.790686615161135e-06,-0.018315241250881353,-0.00023507646833964557,-0.0038289908979894927,-0.02641096234158513,-0.00016644749878591547,0.029561206402029194,-0.03186192153457634,-0.0074939080308709105,-0.029234735437455805,-0.0004923322925580731,0.07758802250331698
2023-06-30,0.002139773388925459,-0.00012664520297434034,-0.0028894941360574355,3.2405522761180805e-05,-0.03933104565934864,0.004886565932966658,-0.002147520213533094,-0.02385090268021839,0.00018808418965066132,-0.024751327639143672,-0.00035075224342673295,-0.004100865897131933,-0.05845820649493938,0.0008897341198099706,0.021533545155495215
2023-09-30,-0.0019129101203350096,-0.00043694556239359805,0.0013798744165359755,6.278288469374615e-05,-0.03153605136062443,-0.0202920254398693,-0.00343897599860038,0.004030924564931815,0.0004756801508256636,-0.036939501023514065,-0.050079665781102456,-0.0056995203901034075,-0.0011066113225991492,0.003152264187166409,0.0050605138698346375
2023-12-31,0.003872261675048172,0.0025632143619610526,0.0016849723790662852,-9.964874678658475e-05,-0.024214522195173394,0.01336675218587402,0.010386973685517387,0.008668907562343287,-0.0010324470236580119,-0.050811866345883305,0.014416815737851252,0.012095069862878838,0.020870877630030926,-0.007825704981760051,-0.027588762993063676
2024-03-31,0.001981503398228668,-0.0032207201073605474,-0.0002781855619137241,-3.1620516153463285e-05,-0.019073572147613516,0.006763411748201165,-0.014853148892204932,0.000826370120985298,-0.00045363654780139484,-0.039900677563482145,0.028925534620555915,-0.021528988306583424,0.02067686219915099,-0.004862042689654622,-0.012852260801288984
2024-06-30,0.0008782553420370043,-0.00263269831026125,-0.0018776695397501042,7.255507277115214e-05,-0.035289358872163334,-0.0007578392186142757,-0.01922533464489995,-0.014047300395388596,0.0006037320330707363,-0.0761193800550285,0.010778307820013211,-0.05030535385521995,-0.024423998785631063,0.0036596970242499527,-0.06599926977441728
2024-09-30,0.001118843939973413,0.00270932400536969,0.0003439582747375436,-2.909760172808973e-07,-0.013798457757653537,-0.00039098434626394507,0.009193155150641064,-0.0006300528357503499,-9.450052741422077e-05,-0.04919667995509258,0.009501206932144513,0.001619221614256261,-0.0015966100624742463,-0.0006505436894874705,-0.044156750514194765
2024-12-31,-4.380423545580214e-05,0.0008993507894118069,-0.0004241878765299245,-6.188954134711544e-05,-0.01490499360476949,-0.007922106984646682,0.006876378090046625,-0.002416429697941258,-0.0007110412963680091,-0.04225892249300689,-0.008390043958593996,0.016548868172249626,0.001677517489931002,-0.005873056821290579,-0.03673994852906648
2025-03-31,-0.0026248744781613986,-0.003681170382094756,0.0025668376077809807,-4.09824660474456e-06,-0.012389679596314207,-0.023914450973374635,-0.01878777845863583,0.016624408235273114,-0.00011928620023482495,-0.03806349325672176,-0.06164348444084444,-0.033855991816036934,0.052051683491503686,-0.0018484111446219753,-0.03717966790480165
2025-06-30,0.0026628694784402995,-0.0011455723645570903,-0.0025979705721551616,-0.00011082827940622764,-0.0022176076741984296,0.007363575079859519,-0.011159555733799592,-0.014057518046467155,-0.0011420291437873598,-0.018751598308826778,0.0002587887749849749,-0.03235104814018788,-0.013323344196657927,-0.009160178851732592,-0.01795132963467483
2025-09-30,0.0019811700995546744,0.0016684167888668805,0.0003600593395415297,-8.051269669584471e-05,-0.01311714931294905,0.008883931593311356,0.005666492154870514,-9.807735622036073e-05,-0.000859669920963313,-0.031540047258108106,0.021652445135789566,-0.00041576909414493823,0.004243659012585277,-0.007824286078180531,-0.03407554324435247
2025-12-31,-0.00015876676965831393,0.00036726594760251585,0.000830302381593484,-9.545908877561793e-05,-0.01986765406323876,-0.004442466928117561,0.0031784955438889234,0.00589502673375214,-0.0010022602992023621,-0.04170373187984244,-0.0005433170818891497,0.006855895143690935,0.02436970529943877,-0.00874923590972343,-0.046689332526927085
2026-03-31,-0.002658322868798635,0.0026749791653250254,0.0028239037256505006,9.595105217918842e-06,0.019985499670602813,-0.02248481646476641,0.015598873474955421,0.020792680554688248,1.7003463835374433e-05,0.024448366346513706,-0.05373846793543091,0.04197439481836257,0.07419191100504857,-0.001020501626542547,0.02896611235539781
2026-06-30,0.004143534419692951,-0.00038930494331523846,-0.0013363931639369109,-0.00019307356893283334,-0.02126413579605735,0.02233313780427837,-0.0019643157950698237,-0.009763924858827433,-0.0018815123025068825,-0.05455894231617442,0.04090388284730606,-0.006833041676690896,-0.0100781851646074,-0.01524517065865072,-0.07612834860635342
